experiment,experiment_label,layer,component,type,param_name,condition_number,log_condition_number
baseline,Baseline,13,q_proj,attn,model.layers.13.self_attn.q_proj.weight,57124.68510683214,4.756823819086797
baseline,Baseline,13,v_proj,attn,model.layers.13.self_attn.v_proj.weight,3.7001013163270056,0.5682136160992435
baseline,Baseline,14,down_proj,mlp,model.layers.14.mlp.down_proj.weight,12.14858893422566,1.0845258373032518
baseline,Baseline,14,gate_proj,mlp,model.layers.14.mlp.gate_proj.weight,13.416229041756727,1.127630463933299
baseline,Baseline,14,up_proj,mlp,model.layers.14.mlp.up_proj.weight,6.92702720942221,0.8405468935526339
baseline,Baseline,14,k_proj,attn,model.layers.14.self_attn.k_proj.weight,23.136335100841148,1.3642945658717094
baseline,Baseline,14,o_proj,attn,model.layers.14.self_attn.o_proj.weight,6453.263467239998,3.809779396399966
baseline,Baseline,14,q_proj,attn,model.layers.14.self_attn.q_proj.weight,12016.462412922161,4.079776632336225
baseline,Baseline,14,v_proj,attn,model.layers.14.self_attn.v_proj.weight,6.809948120874071,0.8331438034100043
baseline,Baseline,15,down_proj,mlp,model.layers.15.mlp.down_proj.weight,12.83113835849419,1.1082651880102654
baseline,Baseline,15,gate_proj,mlp,model.layers.15.mlp.gate_proj.weight,16.831657108500657,1.226126875194481
baseline,Baseline,15,up_proj,mlp,model.layers.15.mlp.up_proj.weight,9.399973299687645,0.9731266200023806
baseline,Baseline,15,k_proj,attn,model.layers.15.self_attn.k_proj.weight,25.442585553328566,1.405561243552064
baseline,Baseline,15,o_proj,attn,model.layers.15.self_attn.o_proj.weight,29248.74824238646,4.466107284330782
baseline,Baseline,15,q_proj,attn,model.layers.15.self_attn.q_proj.weight,23869.157071525828,4.377837082364573
baseline,Baseline,15,v_proj,attn,model.layers.15.self_attn.v_proj.weight,3.3575600712900404,0.5260237915258322
baseline,Baseline,16,down_proj,mlp,model.layers.16.mlp.down_proj.weight,9.686499227673869,0.9861668481749848
baseline,Baseline,16,gate_proj,mlp,model.layers.16.mlp.gate_proj.weight,12.919883539201004,1.1112585989136845
baseline,Baseline,16,up_proj,mlp,model.layers.16.mlp.up_proj.weight,6.159145316251316,0.789520450770166
baseline,Baseline,16,k_proj,attn,model.layers.16.self_attn.k_proj.weight,20.671141321487564,1.3153644561115698
baseline,Baseline,16,o_proj,attn,model.layers.16.self_attn.o_proj.weight,41529.00729033527,4.618351549855789
baseline,Baseline,16,q_proj,attn,model.layers.16.self_attn.q_proj.weight,103943.38985456145,5.016796876149764
baseline,Baseline,16,v_proj,attn,model.layers.16.self_attn.v_proj.weight,2.78870242790059,0.4454021747839655
baseline,Baseline,17,down_proj,mlp,model.layers.17.mlp.down_proj.weight,6.7996349709306605,0.8324855988289264
baseline,Baseline,17,gate_proj,mlp,model.layers.17.mlp.gate_proj.weight,17.968770886906377,1.2545183711940953
baseline,Baseline,17,up_proj,mlp,model.layers.17.mlp.up_proj.weight,12.572357420855843,1.0994167191240123
baseline,Baseline,17,k_proj,attn,model.layers.17.self_attn.k_proj.weight,15.488632202364206,1.1900130670042668
baseline,Baseline,17,o_proj,attn,model.layers.17.self_attn.o_proj.weight,57591.66094582242,4.760359603780881
baseline,Baseline,17,q_proj,attn,model.layers.17.self_attn.q_proj.weight,13024.993728263826,4.114777522852094
baseline,Baseline,17,v_proj,attn,model.layers.17.self_attn.v_proj.weight,4.045377579425002,0.6069590631566644
baseline,Baseline,18,down_proj,mlp,model.layers.18.mlp.down_proj.weight,6.643981466821017,0.822428412330141
baseline,Baseline,18,gate_proj,mlp,model.layers.18.mlp.gate_proj.weight,18.455846043796296,1.266133958701561
baseline,Baseline,18,up_proj,mlp,model.layers.18.mlp.up_proj.weight,10.672724442726581,1.0282752965950033
baseline,Baseline,18,k_proj,attn,model.layers.18.self_attn.k_proj.weight,22.852605445749074,1.3589357215264757
baseline,Baseline,18,o_proj,attn,model.layers.18.self_attn.o_proj.weight,21937.349567301397,4.341184155698679
baseline,Baseline,18,q_proj,attn,model.layers.18.self_attn.q_proj.weight,33741.713223670544,4.528167129963148
baseline,Baseline,18,v_proj,attn,model.layers.18.self_attn.v_proj.weight,2.1434580875579408,0.331114995884781
baseline,Baseline,19,down_proj,mlp,model.layers.19.mlp.down_proj.weight,7.114441587440737,0.8521408179817388
baseline,Baseline,19,gate_proj,mlp,model.layers.19.mlp.gate_proj.weight,18.805480505433707,1.2742844347109477
baseline,Baseline,19,up_proj,mlp,model.layers.19.mlp.up_proj.weight,10.390484231630769,1.0166357876173127
baseline,Baseline,19,k_proj,attn,model.layers.19.self_attn.k_proj.weight,22.401692950673606,1.3502808402695679
baseline,Baseline,19,o_proj,attn,model.layers.19.self_attn.o_proj.weight,24022.826455842358,4.38062410389786
baseline,Baseline,19,q_proj,attn,model.layers.19.self_attn.q_proj.weight,25682.89091427411,4.409643907148104
baseline,Baseline,19,v_proj,attn,model.layers.19.self_attn.v_proj.weight,3.008918396896258,0.4784104096549268
baseline,Baseline,2,down_proj,mlp,model.layers.2.mlp.down_proj.weight,13.20255066881167,1.1206578429011562
baseline,Baseline,2,gate_proj,mlp,model.layers.2.mlp.gate_proj.weight,17.38657445257771,1.2402140246198345
baseline,Baseline,2,up_proj,mlp,model.layers.2.mlp.up_proj.weight,8.916099391549464,0.950174901100359
baseline,Baseline,2,k_proj,attn,model.layers.2.self_attn.k_proj.weight,17.246031056628958,1.236689163842224
baseline,Baseline,2,o_proj,attn,model.layers.2.self_attn.o_proj.weight,31093.030750193404,4.492663056360776
baseline,Baseline,2,q_proj,attn,model.layers.2.self_attn.q_proj.weight,24610.069351651575,4.391112837554779
baseline,Baseline,2,v_proj,attn,model.layers.2.self_attn.v_proj.weight,3.1911166787384015,0.5039426838568885
baseline,Baseline,20,down_proj,mlp,model.layers.20.mlp.down_proj.weight,7.516513788547348,0.8760164584833883
baseline,Baseline,20,gate_proj,mlp,model.layers.20.mlp.gate_proj.weight,19.204884886797178,1.2834117083677086
baseline,Baseline,20,up_proj,mlp,model.layers.20.mlp.up_proj.weight,11.187456334212877,1.048731353231463
baseline,Baseline,20,k_proj,attn,model.layers.20.self_attn.k_proj.weight,22.072850031907265,1.343858412600631
baseline,Baseline,20,o_proj,attn,model.layers.20.self_attn.o_proj.weight,123534.76145527787,5.091789180947741
baseline,Baseline,20,q_proj,attn,model.layers.20.self_attn.q_proj.weight,9243.896257866112,3.9658550628467615
baseline,Baseline,20,v_proj,attn,model.layers.20.self_attn.v_proj.weight,6.942409244310096,0.841510211079414
baseline,Baseline,21,down_proj,mlp,model.layers.21.mlp.down_proj.weight,9.390981919055381,0.9727110043781777
baseline,Baseline,21,gate_proj,mlp,model.layers.21.mlp.gate_proj.weight,17.629945642520745,1.2462509732641727
baseline,Baseline,21,up_proj,mlp,model.layers.21.mlp.up_proj.weight,8.16699577216017,0.9120623307656808
baseline,Baseline,21,k_proj,attn,model.layers.21.self_attn.k_proj.weight,29.992183020775197,1.4770080776092205
baseline,Baseline,21,o_proj,attn,model.layers.21.self_attn.o_proj.weight,298850.6543733745,5.475454211116444
baseline,Baseline,21,q_proj,attn,model.layers.21.self_attn.q_proj.weight,14032.644030663625,4.147139508500933
baseline,Baseline,21,v_proj,attn,model.layers.21.self_attn.v_proj.weight,4.366601968716395,0.6401436062404645
baseline,Baseline,22,down_proj,mlp,model.layers.22.mlp.down_proj.weight,9.904782336268656,0.9958449360889925
baseline,Baseline,22,gate_proj,mlp,model.layers.22.mlp.gate_proj.weight,22.904187063530273,1.3599148820065219
baseline,Baseline,22,up_proj,mlp,model.layers.22.mlp.up_proj.weight,12.79968858450657,1.1071994034232102
baseline,Baseline,22,k_proj,attn,model.layers.22.self_attn.k_proj.weight,20.39377999771742,1.309497729946958
baseline,Baseline,22,o_proj,attn,model.layers.22.self_attn.o_proj.weight,35374.77308841131,4.5486936627580175
baseline,Baseline,22,q_proj,attn,model.layers.22.self_attn.q_proj.weight,47977.340735145204,4.68103617243426
baseline,Baseline,22,v_proj,attn,model.layers.22.self_attn.v_proj.weight,5.233505964972921,0.7187927234982219
baseline,Baseline,23,down_proj,mlp,model.layers.23.mlp.down_proj.weight,11.80645745879601,1.0721196065983587
baseline,Baseline,23,gate_proj,mlp,model.layers.23.mlp.gate_proj.weight,19.84423847022627,1.297634437356341
baseline,Baseline,23,up_proj,mlp,model.layers.23.mlp.up_proj.weight,10.79189058648552,1.0330975335943091
baseline,Baseline,23,k_proj,attn,model.layers.23.self_attn.k_proj.weight,16.001526800630636,1.2041614232467743
baseline,Baseline,23,o_proj,attn,model.layers.23.self_attn.o_proj.weight,13053.866526333686,4.115739167792078
baseline,Baseline,23,q_proj,attn,model.layers.23.self_attn.q_proj.weight,764874.9518123881,5.883590438843876
baseline,Baseline,23,v_proj,attn,model.layers.23.self_attn.v_proj.weight,4.042193780833294,0.6066171295477464
baseline,Baseline,24,down_proj,mlp,model.layers.24.mlp.down_proj.weight,10.013056479364716,1.0005666658415224
baseline,Baseline,24,gate_proj,mlp,model.layers.24.mlp.gate_proj.weight,21.0475855955308,1.3232022843675562
baseline,Baseline,24,up_proj,mlp,model.layers.24.mlp.up_proj.weight,13.895235392599337,1.1428659083527615
baseline,Baseline,24,k_proj,attn,model.layers.24.self_attn.k_proj.weight,31.211181081905732,1.4943102033865445
baseline,Baseline,24,o_proj,attn,model.layers.24.self_attn.o_proj.weight,13596.107700858232,4.133414596165742
baseline,Baseline,24,q_proj,attn,model.layers.24.self_attn.q_proj.weight,119825.2524376554,5.078548352599484
baseline,Baseline,24,v_proj,attn,model.layers.24.self_attn.v_proj.weight,3.6003445004354857,0.556344058400606
baseline,Baseline,25,down_proj,mlp,model.layers.25.mlp.down_proj.weight,9.428473935149443,0.9744414048076316
baseline,Baseline,25,gate_proj,mlp,model.layers.25.mlp.gate_proj.weight,21.338091581274373,1.3291555747518031
baseline,Baseline,25,up_proj,mlp,model.layers.25.mlp.up_proj.weight,18.112209505291784,1.25797143305422
baseline,Baseline,25,k_proj,attn,model.layers.25.self_attn.k_proj.weight,22.462953951457504,1.3514668668169059
baseline,Baseline,25,o_proj,attn,model.layers.25.self_attn.o_proj.weight,16296.613319126418,4.212097360868149
baseline,Baseline,25,q_proj,attn,model.layers.25.self_attn.q_proj.weight,24555.210708810777,4.390143665174248
baseline,Baseline,25,v_proj,attn,model.layers.25.self_attn.v_proj.weight,4.337190824833435,0.6372085303685043
baseline,Baseline,26,down_proj,mlp,model.layers.26.mlp.down_proj.weight,8.741682232718533,0.9415950154818047
baseline,Baseline,26,gate_proj,mlp,model.layers.26.mlp.gate_proj.weight,20.0336868429297,1.3017608808061607
baseline,Baseline,26,up_proj,mlp,model.layers.26.mlp.up_proj.weight,18.54966977174175,1.2683361825447632
baseline,Baseline,26,k_proj,attn,model.layers.26.self_attn.k_proj.weight,18.924022446774764,1.277013454516278
baseline,Baseline,26,o_proj,attn,model.layers.26.self_attn.o_proj.weight,32723.99759321507,4.51486635204776
baseline,Baseline,26,q_proj,attn,model.layers.26.self_attn.q_proj.weight,48120.87790718429,4.682333541917346
baseline,Baseline,26,v_proj,attn,model.layers.26.self_attn.v_proj.weight,4.835564685889436,0.6844471972703048
baseline,Baseline,27,down_proj,mlp,model.layers.27.mlp.down_proj.weight,11.983131396493501,1.0785703214350517
baseline,Baseline,27,gate_proj,mlp,model.layers.27.mlp.gate_proj.weight,34.01131673372879,1.531623445785205
baseline,Baseline,27,up_proj,mlp,model.layers.27.mlp.up_proj.weight,27.05991417573715,1.4323264148387336
baseline,Baseline,27,k_proj,attn,model.layers.27.self_attn.k_proj.weight,16.960271595775623,1.2294328026142227
baseline,Baseline,27,o_proj,attn,model.layers.27.self_attn.o_proj.weight,99634.79632267175,4.998411037337337
baseline,Baseline,27,q_proj,attn,model.layers.27.self_attn.q_proj.weight,91711.44628086085,4.962423542282786
baseline,Baseline,27,v_proj,attn,model.layers.27.self_attn.v_proj.weight,7.853791579470053,0.8950793719678732
baseline,Baseline,3,down_proj,mlp,model.layers.3.mlp.down_proj.weight,10.758270959803003,1.0317424783047537
baseline,Baseline,3,gate_proj,mlp,model.layers.3.mlp.gate_proj.weight,13.999766940935217,1.1461208058847896
baseline,Baseline,3,up_proj,mlp,model.layers.3.mlp.up_proj.weight,7.592358408260811,0.8803767014023669
baseline,Baseline,3,k_proj,attn,model.layers.3.self_attn.k_proj.weight,15.502942945207748,1.1904141487215418
baseline,Baseline,3,o_proj,attn,model.layers.3.self_attn.o_proj.weight,16528.241725287102,4.21822665577227
baseline,Baseline,3,q_proj,attn,model.layers.3.self_attn.q_proj.weight,75355.26316454641,4.877113590870874
baseline,Baseline,3,v_proj,attn,model.layers.3.self_attn.v_proj.weight,3.891617107326821,0.5901301038585636
baseline,Baseline,4,down_proj,mlp,model.layers.4.mlp.down_proj.weight,11.15720155550664,1.0475552787050282
baseline,Baseline,4,gate_proj,mlp,model.layers.4.mlp.gate_proj.weight,17.495981170242754,1.2429383026276564
baseline,Baseline,4,up_proj,mlp,model.layers.4.mlp.up_proj.weight,8.782003015120793,0.9435935818745063
baseline,Baseline,4,k_proj,attn,model.layers.4.self_attn.k_proj.weight,23.93670634239095,1.379064391862702
baseline,Baseline,4,o_proj,attn,model.layers.4.self_attn.o_proj.weight,8582.208719375358,3.9335990723698906
baseline,Baseline,4,q_proj,attn,model.layers.4.self_attn.q_proj.weight,19385.367499083055,4.287474038580837
baseline,Baseline,4,v_proj,attn,model.layers.4.self_attn.v_proj.weight,3.7875720759658726,0.5783609060374691
baseline,Baseline,5,down_proj,mlp,model.layers.5.mlp.down_proj.weight,12.388049471794826,1.0930029310474068
baseline,Baseline,5,gate_proj,mlp,model.layers.5.mlp.gate_proj.weight,20.634483011844836,1.3145935922870637
baseline,Baseline,5,up_proj,mlp,model.layers.5.mlp.up_proj.weight,8.094579137228608,0.9081942733326557
baseline,Baseline,5,k_proj,attn,model.layers.5.self_attn.k_proj.weight,22.35050954040556,1.3492874284999
baseline,Baseline,5,o_proj,attn,model.layers.5.self_attn.o_proj.weight,14934.50156341116,4.174190732673501
baseline,Baseline,5,q_proj,attn,model.layers.5.self_attn.q_proj.weight,14969.234018258956,4.175199577887845
baseline,Baseline,5,v_proj,attn,model.layers.5.self_attn.v_proj.weight,3.3558693468749854,0.5258050442198982
baseline,Baseline,6,down_proj,mlp,model.layers.6.mlp.down_proj.weight,9.162314837809912,0.9620052110347272
baseline,Baseline,6,gate_proj,mlp,model.layers.6.mlp.gate_proj.weight,19.228406692239826,1.2839432991403894
baseline,Baseline,6,up_proj,mlp,model.layers.6.mlp.up_proj.weight,7.421489572866498,0.8704910816066199
baseline,Baseline,6,k_proj,attn,model.layers.6.self_attn.k_proj.weight,22.193674123897594,1.3462292048750273
baseline,Baseline,6,o_proj,attn,model.layers.6.self_attn.o_proj.weight,70513.61868597266,4.848273002792532
baseline,Baseline,6,q_proj,attn,model.layers.6.self_attn.q_proj.weight,18604.75910456698,4.26962405112538
baseline,Baseline,6,v_proj,attn,model.layers.6.self_attn.v_proj.weight,3.2802787964379356,0.5159107567022393
baseline,Baseline,7,down_proj,mlp,model.layers.7.mlp.down_proj.weight,7.967968298583799,0.9013475975319183
baseline,Baseline,7,gate_proj,mlp,model.layers.7.mlp.gate_proj.weight,16.82272426896548,1.2258963267279708
baseline,Baseline,7,up_proj,mlp,model.layers.7.mlp.up_proj.weight,8.451906164480205,0.9269546667434236
baseline,Baseline,7,k_proj,attn,model.layers.7.self_attn.k_proj.weight,30.442592542837964,1.483481634928507
baseline,Baseline,7,o_proj,attn,model.layers.7.self_attn.o_proj.weight,9457.463639954845,3.9757746802849163
baseline,Baseline,7,q_proj,attn,model.layers.7.self_attn.q_proj.weight,9030.470682093728,3.955710387003289
baseline,Baseline,7,v_proj,attn,model.layers.7.self_attn.v_proj.weight,4.6148320901395445,0.6641559039204422
baseline,Baseline,8,down_proj,mlp,model.layers.8.mlp.down_proj.weight,8.059006885143106,0.9062815268080608
baseline,Baseline,8,gate_proj,mlp,model.layers.8.mlp.gate_proj.weight,15.70276662952571,1.1959761763635572
baseline,Baseline,8,up_proj,mlp,model.layers.8.mlp.up_proj.weight,11.03707620181019,1.0428540410024913
baseline,Baseline,8,k_proj,attn,model.layers.8.self_attn.k_proj.weight,26.24428190856445,1.4190346941773355
baseline,Baseline,8,o_proj,attn,model.layers.8.self_attn.o_proj.weight,8728.55329977634,3.9409422682200006
baseline,Baseline,8,q_proj,attn,model.layers.8.self_attn.q_proj.weight,20459.276858621644,4.310890279334088
baseline,Baseline,8,v_proj,attn,model.layers.8.self_attn.v_proj.weight,2.614956506444022,0.4174644698119181
baseline,Baseline,9,down_proj,mlp,model.layers.9.mlp.down_proj.weight,11.96143651469935,1.077783339597508
baseline,Baseline,9,gate_proj,mlp,model.layers.9.mlp.gate_proj.weight,17.04541620966512,1.2316076101618016
baseline,Baseline,9,up_proj,mlp,model.layers.9.mlp.up_proj.weight,8.607523542303687,0.9348782192104144
baseline,Baseline,9,k_proj,attn,model.layers.9.self_attn.k_proj.weight,29.979145885547403,1.4768192555143393
baseline,Baseline,9,o_proj,attn,model.layers.9.self_attn.o_proj.weight,26480.436490575365,4.422925139524684
baseline,Baseline,9,q_proj,attn,model.layers.9.self_attn.q_proj.weight,35295.52653603585,4.54771966505276
baseline,Baseline,9,v_proj,attn,model.layers.9.self_attn.v_proj.weight,3.911800039733773,0.5923766467649157
adamw_sft,AdamW + SFT,99,lm_head,head,lm_head.weight,69.23216095451251,1.8403078875261212
adamw_sft,AdamW + SFT,-1,embed,embed,model.embed_tokens.weight,69.23216095451251,1.8403078875261212
adamw_sft,AdamW + SFT,0,down_proj,mlp,model.layers.0.mlp.down_proj.weight,10.547536334352401,1.0231510301223303
adamw_sft,AdamW + SFT,0,gate_proj,mlp,model.layers.0.mlp.gate_proj.weight,50.785736919014106,1.7057417586003474
adamw_sft,AdamW + SFT,0,up_proj,mlp,model.layers.0.mlp.up_proj.weight,30.558548684868214,1.4851327244743213
adamw_sft,AdamW + SFT,0,k_proj,attn,model.layers.0.self_attn.k_proj.weight,18.74699008501541,1.2729315496956943
adamw_sft,AdamW + SFT,0,o_proj,attn,model.layers.0.self_attn.o_proj.weight,28150.390748642993,4.449484427563979
adamw_sft,AdamW + SFT,0,q_proj,attn,model.layers.0.self_attn.q_proj.weight,193062.84677043132,5.285698705705608
adamw_sft,AdamW + SFT,0,v_proj,attn,model.layers.0.self_attn.v_proj.weight,7.7816688749723,0.8910727467925871
adamw_sft,AdamW + SFT,1,down_proj,mlp,model.layers.1.mlp.down_proj.weight,8.998735485276951,0.9541814860671154
adamw_sft,AdamW + SFT,1,gate_proj,mlp,model.layers.1.mlp.gate_proj.weight,33.914483491141006,1.5303852072581705
adamw_sft,AdamW + SFT,1,up_proj,mlp,model.layers.1.mlp.up_proj.weight,37.732654321705844,1.5767173569296853
adamw_sft,AdamW + SFT,1,k_proj,attn,model.layers.1.self_attn.k_proj.weight,30.08564953523212,1.4783593921455074
adamw_sft,AdamW + SFT,1,o_proj,attn,model.layers.1.self_attn.o_proj.weight,119232.80087650087,5.076395746008727
adamw_sft,AdamW + SFT,1,q_proj,attn,model.layers.1.self_attn.q_proj.weight,387316.3611040371,5.588065842937857
adamw_sft,AdamW + SFT,1,v_proj,attn,model.layers.1.self_attn.v_proj.weight,3.341458259881598,0.5239360404660517
adamw_sft,AdamW + SFT,10,down_proj,mlp,model.layers.10.mlp.down_proj.weight,13.491165586325856,1.1300494727142796
adamw_sft,AdamW + SFT,10,gate_proj,mlp,model.layers.10.mlp.gate_proj.weight,16.208397579466588,1.2097400810548744
adamw_sft,AdamW + SFT,10,up_proj,mlp,model.layers.10.mlp.up_proj.weight,8.53717971880006,0.931314423984824
adamw_sft,AdamW + SFT,10,k_proj,attn,model.layers.10.self_attn.k_proj.weight,24.01796932079155,1.3805362857456625
adamw_sft,AdamW + SFT,10,o_proj,attn,model.layers.10.self_attn.o_proj.weight,14873.179544995464,4.172403820656317
adamw_sft,AdamW + SFT,10,q_proj,attn,model.layers.10.self_attn.q_proj.weight,12671.49873443075,4.102827984543988
adamw_sft,AdamW + SFT,10,v_proj,attn,model.layers.10.self_attn.v_proj.weight,3.2993100257636407,0.5184231267463849
adamw_sft,AdamW + SFT,11,down_proj,mlp,model.layers.11.mlp.down_proj.weight,16.054225039036634,1.2055893463775695
adamw_sft,AdamW + SFT,11,gate_proj,mlp,model.layers.11.mlp.gate_proj.weight,13.225064684332017,1.121397804864483
adamw_sft,AdamW + SFT,11,up_proj,mlp,model.layers.11.mlp.up_proj.weight,6.60506011925572,0.8198767749168125
adamw_sft,AdamW + SFT,11,k_proj,attn,model.layers.11.self_attn.k_proj.weight,21.609604806921244,1.3346468246461867
adamw_sft,AdamW + SFT,11,o_proj,attn,model.layers.11.self_attn.o_proj.weight,203643.93688326792,5.308871484309871
adamw_sft,AdamW + SFT,11,q_proj,attn,model.layers.11.self_attn.q_proj.weight,21584.398857108652,4.334139957709634
adamw_sft,AdamW + SFT,11,v_proj,attn,model.layers.11.self_attn.v_proj.weight,2.8677148023753336,0.457535958044075
adamw_sft,AdamW + SFT,12,down_proj,mlp,model.layers.12.mlp.down_proj.weight,14.145695389182743,1.1506243018291784
adamw_sft,AdamW + SFT,12,gate_proj,mlp,model.layers.12.mlp.gate_proj.weight,18.888049951326835,1.2761871226071446
adamw_sft,AdamW + SFT,12,up_proj,mlp,model.layers.12.mlp.up_proj.weight,8.061587897936535,0.906420593590468
adamw_sft,AdamW + SFT,12,k_proj,attn,model.layers.12.self_attn.k_proj.weight,20.88793674401487,1.319895543621146
adamw_sft,AdamW + SFT,12,o_proj,attn,model.layers.12.self_attn.o_proj.weight,39834.036983874066,4.600254322251053
adamw_sft,AdamW + SFT,12,q_proj,attn,model.layers.12.self_attn.q_proj.weight,18561.312352470264,4.268608679172013
adamw_sft,AdamW + SFT,12,v_proj,attn,model.layers.12.self_attn.v_proj.weight,2.5509039691616318,0.40669410955130014
adamw_sft,AdamW + SFT,13,down_proj,mlp,model.layers.13.mlp.down_proj.weight,29.999991491659213,1.4771211315487964
adamw_sft,AdamW + SFT,13,gate_proj,mlp,model.layers.13.mlp.gate_proj.weight,12.315749227222778,1.090460837234883
adamw_sft,AdamW + SFT,13,up_proj,mlp,model.layers.13.mlp.up_proj.weight,6.310498224675891,0.8000636488932032
adamw_sft,AdamW + SFT,13,k_proj,attn,model.layers.13.self_attn.k_proj.weight,41.94240421325378,1.622653321375462
adamw_sft,AdamW + SFT,13,o_proj,attn,model.layers.13.self_attn.o_proj.weight,9419.40839003348,3.974023626676912
adamw_sft,AdamW + SFT,13,q_proj,attn,model.layers.13.self_attn.q_proj.weight,152790.20749517635,5.184095520685414
adamw_sft,AdamW + SFT,13,v_proj,attn,model.layers.13.self_attn.v_proj.weight,3.7002215590327414,0.5682277291979486
adamw_sft,AdamW + SFT,14,down_proj,mlp,model.layers.14.mlp.down_proj.weight,12.148301150300385,1.0845155493223375
adamw_sft,AdamW + SFT,14,gate_proj,mlp,model.layers.14.mlp.gate_proj.weight,13.4146878311411,1.1275805707992161
